@RELATION products

@ATTRIBUTE numberOfWords NUMERIC
@ATTRIBUTE numberOfTotalCharacters NUMERIC
@ATTRIBUTE numberOfAlphabetCharacters NUMERIC
@ATTRIBUTE numberOfNumericCharacters NUMERIC
@ATTRIBUTE numberOfWhiteSpaceCharacters NUMERIC
@ATTRIBUTE class {BLUETOOTH_VERSION,RAM_TYPE,CPU_FREQ,CPU,OS_BITS,WIRELESS_CONNECTIVITY,CAMERA_BACK,BATTERY_CAPACITY,NETWORK_4G,GPU,NETWORK_2G,BATTERY_TYPE,STORAGE_SSD,RAM_CAPACITY,EXTERNAL_MEMORY,COLOR,WEIGHT,DEVICE_TYPE,OS,PRICE,CAMERA_FRONT,SIM_CARD_SLOT,SCREEN_TYPE,PRODUCT_SIZE,SCREEN_PPI,NETWORK_3G,USB_VERSION,SIM_CARD_TYPE,BRAND,ETHERNET_SPEED,SCREEN_SIZE,NETWORK_TYPE,SCREEN_RESOLUTION,CPU_CORES,STORAGE_HDD,TITLE,WIFI}

@data
1,6,0,4,0,PRICE
3,14,9,3,2,GPU
16,93,52,22,16,TITLE
1,7,0,5,0,PRICE
11,75,48,14,10,TITLE
1,7,0,5,0,PRICE
15,100,66,17,14,TITLE
1,7,0,5,0,PRICE
1,5,5,0,0,CPU
17,81,54,9,16,TITLE
1,5,0,4,0,PRICE
3,14,9,3,2,GPU
16,100,66,16,15,TITLE
1,7,0,5,0,PRICE
10,66,50,6,9,TITLE
1,7,0,5,0,PRICE
16,89,54,16,15,TITLE
1,4,0,3,0,PRICE
17,112,76,17,17,TITLE
1,7,0,5,0,PRICE
3,18,12,4,2,GPU
16,93,57,18,15,TITLE
1,6,0,4,0,PRICE
1,3,2,0,0,STORAGE_SSD
11,65,40,12,10,TITLE
12,70,46,13,11,TITLE
1,6,0,4,0,PRICE
16,91,62,13,15,TITLE
1,4,0,3,0,PRICE
3,12,5,5,2,CPU
15,97,63,18,14,TITLE
1,5,0,4,0,PRICE
13,87,58,15,12,TITLE
1,7,0,5,0,PRICE
4,20,11,6,3,CPU
1,6,3,2,0,CPU_FREQ
8,45,29,8,7,TITLE
1,6,0,4,0,PRICE
1,8,4,3,0,CPU
10,62,42,9,9,TITLE
1,4,0,3,0,PRICE
14,79,48,16,13,TITLE
1,7,0,5,0,PRICE
4,20,12,5,3,CPU
12,67,40,14,11,TITLE
4,19,11,5,3,CPU
1,6,3,2,0,CPU_FREQ
17,107,73,16,16,TITLE
1,7,0,5,0,PRICE
3,16,11,3,2,GPU
4,19,11,5,3,CPU
14,80,49,15,14,TITLE
1,6,0,4,0,PRICE
4,19,11,5,3,CPU
16,100,62,19,16,TITLE
1,7,0,5,0,PRICE
4,19,11,5,3,CPU
16,91,56,18,15,TITLE
1,7,0,5,0,PRICE
3,18,11,5,2,CPU
16,100,60,21,15,TITLE
2,12,8,3,1,GPU
15,86,54,16,14,TITLE
4,19,11,5,3,CPU
1,6,3,2,0,CPU_FREQ
19,100,54,24,19,TITLE
1,7,0,5,0,PRICE
4,23,13,6,3,CPU
1,3,0,2,0,CPU_FREQ
1,3,0,3,0,STORAGE_SSD
14,90,58,17,13,TITLE
1,6,0,4,0,PRICE
2,11,6,4,1,CPU
14,94,59,18,13,TITLE
1,7,0,5,0,PRICE
15,89,62,12,14,TITLE
1,6,0,4,0,PRICE
3,19,13,4,2,CPU
17,99,56,24,16,TITLE
1,7,0,5,0,PRICE
15,89,59,14,14,TITLE
1,7,0,5,0,PRICE
4,18,11,4,3,CPU
1,6,3,2,0,CPU_FREQ
11,64,41,10,11,TITLE
2,9,8,0,1,OS
1,6,0,4,0,PRICE
3,19,13,4,2,CPU
19,108,67,21,18,TITLE
1,7,0,5,0,PRICE
15,87,54,18,14,TITLE
1,7,0,5,0,PRICE
4,19,11,5,3,CPU
15,86,54,17,14,TITLE
1,7,0,5,0,PRICE
4,19,11,5,3,CPU
16,100,63,19,15,TITLE
16,85,54,16,15,TITLE
1,7,0,5,0,PRICE
13,87,55,17,12,TITLE
1,7,0,5,0,PRICE
15,100,70,15,14,TITLE
1,7,0,5,0,PRICE
13,72,49,8,13,TITLE
4,17,9,4,3,OS
1,5,0,4,0,PRICE
14,82,47,18,13,TITLE
14,86,54,17,13,TITLE
1,6,0,4,0,PRICE
12,68,44,12,11,TITLE
3,19,13,4,2,CPU
13,74,38,21,12,TITLE
1,7,0,5,0,PRICE
13,81,58,10,12,TITLE
1,7,0,5,0,PRICE
13,82,50,17,12,TITLE
1,6,0,4,0,PRICE
4,18,10,5,3,CPU
14,90,58,16,13,TITLE
1,7,0,5,0,PRICE
18,100,59,21,17,TITLE
1,7,0,5,0,PRICE
4,23,13,6,3,CPU
15,92,57,18,14,TITLE
1,6,0,4,0,PRICE
4,19,11,5,3,CPU
13,75,44,17,12,TITLE
1,7,0,5,0,PRICE
4,18,10,5,3,CPU
18,107,62,24,18,TITLE
1,5,0,4,0,PRICE
4,20,12,5,3,CPU
19,111,65,24,19,TITLE
1,7,0,5,0,PRICE
3,16,11,3,2,GPU
4,20,12,5,3,CPU
1,5,2,3,0,STORAGE_SSD
16,100,67,16,15,TITLE
1,7,0,5,0,PRICE
4,18,11,4,3,CPU
12,67,38,15,11,TITLE
1,6,0,4,0,PRICE
4,18,10,5,3,CPU
13,84,52,17,13,TITLE
3,19,13,4,2,CPU
15,92,56,17,14,TITLE
1,7,0,5,0,PRICE
13,85,51,19,12,TITLE
3,19,13,4,2,CPU
15,86,54,17,14,TITLE
16,94,57,18,15,TITLE
1,7,0,5,0,PRICE
12,73,43,17,11,TITLE
14,77,49,11,13,TITLE
1,4,0,3,0,PRICE
2,10,9,0,1,CPU
13,77,49,12,13,TITLE
1,7,0,5,0,PRICE
16,99,65,18,15,TITLE
1,7,0,5,0,PRICE
14,77,48,14,13,TITLE
1,7,0,5,0,PRICE
14,89,57,17,13,TITLE
1,7,0,5,0,PRICE
13,75,46,14,12,TITLE
4,19,11,5,3,CPU
15,85,54,16,14,TITLE
1,7,0,5,0,PRICE
12,61,30,18,11,TITLE
1,6,0,4,0,PRICE
13,78,50,15,12,TITLE
1,5,0,4,0,PRICE
13,75,44,17,12,TITLE
1,6,0,4,0,PRICE
17,100,56,24,17,TITLE
1,5,0,4,0,PRICE
12,68,36,17,11,TITLE
1,7,0,5,0,PRICE
3,11,4,5,2,CPU
13,83,51,18,12,TITLE
14,92,59,17,13,TITLE
17,100,61,19,17,TITLE
1,7,0,5,0,PRICE
3,18,12,4,2,GPU
4,20,12,5,3,CPU
13,75,47,15,12,TITLE
1,6,0,4,0,PRICE
15,96,60,19,14,TITLE
1,6,0,4,0,PRICE
14,79,45,19,13,TITLE
1,7,0,5,0,PRICE
18,106,68,18,17,TITLE
1,7,0,5,0,PRICE
3,16,11,3,2,GPU
4,20,12,5,3,CPU
15,86,50,20,14,TITLE
21,117,67,24,21,TITLE
1,7,0,5,0,PRICE
4,22,12,6,3,CPU
14,88,58,15,13,TITLE
1,4,2,2,0,SCREEN_SIZE
15,89,54,18,14,TITLE
1,4,0,3,0,PRICE
1,6,2,3,0,SCREEN_SIZE
17,100,56,23,17,TITLE
1,7,0,5,0,PRICE
14,91,58,18,13,TITLE
1,7,0,5,0,PRICE
4,19,11,5,3,CPU
1,6,2,3,0,SCREEN_SIZE
3,11,1,8,2,SCREEN_RESOLUTION
14,94,59,18,13,TITLE
1,7,0,5,0,PRICE
4,19,11,5,3,CPU
16,96,62,17,15,TITLE
1,6,2,3,0,SCREEN_SIZE
13,75,44,17,12,TITLE
14,81,51,16,13,TITLE
1,7,0,5,0,PRICE
17,99,58,21,17,TITLE
15,86,54,17,14,TITLE
1,7,0,5,0,PRICE
16,101,60,20,15,TITLE
13,71,41,16,12,TITLE
1,7,0,5,0,PRICE
14,75,42,18,13,TITLE
1,7,0,5,0,PRICE
18,100,54,24,18,TITLE
1,6,0,4,0,PRICE
14,90,57,18,13,TITLE
1,7,0,5,0,PRICE
14,90,58,17,13,TITLE
1,7,0,5,0,PRICE
15,86,50,20,14,TITLE
1,4,0,3,0,PRICE
13,85,54,17,12,TITLE
1,7,0,5,0,PRICE
4,20,12,5,3,CPU
3,11,1,8,2,SCREEN_RESOLUTION
17,100,55,24,17,TITLE
14,77,52,12,13,TITLE
1,7,0,5,0,PRICE
1,6,2,3,0,SCREEN_SIZE
3,11,1,8,2,SCREEN_RESOLUTION
15,86,49,20,14,TITLE
1,6,0,4,0,PRICE
16,100,63,21,15,TITLE
13,69,46,8,13,TITLE
1,4,2,2,0,SCREEN_SIZE
3,11,1,8,2,SCREEN_RESOLUTION
17,89,62,8,17,TITLE
1,5,0,4,0,PRICE
3,11,1,8,2,SCREEN_RESOLUTION
14,79,48,16,13,TITLE
1,7,0,5,0,PRICE
21,119,73,22,21,TITLE
4,23,13,6,3,CPU
14,75,41,19,13,TITLE
1,7,0,5,0,PRICE
17,89,52,17,17,TITLE
1,5,0,4,0,PRICE
16,100,67,16,15,TITLE
1,7,0,5,0,PRICE
1,6,2,3,0,SCREEN_SIZE
17,98,54,23,17,TITLE
1,7,0,5,0,PRICE
1,6,2,3,0,SCREEN_SIZE
13,80,50,17,12,TITLE
1,7,0,5,0,PRICE
16,87,53,17,15,TITLE
1,7,0,5,0,PRICE
14,89,62,13,13,TITLE
1,6,2,3,0,SCREEN_SIZE
15,98,65,17,14,TITLE
1,7,0,5,0,PRICE
4,18,11,4,3,CPU
3,11,1,8,2,SCREEN_RESOLUTION
15,89,52,18,15,TITLE
1,6,0,4,0,PRICE
13,80,48,17,12,TITLE
15,100,64,19,14,TITLE
1,7,0,5,0,PRICE
3,18,11,5,2,CPU
14,82,51,17,13,TITLE
1,5,0,4,0,PRICE
12,67,41,14,11,TITLE
1,7,0,5,0,PRICE
16,98,65,15,15,TITLE
1,7,0,5,0,PRICE
3,15,10,3,2,GPU
1,3,0,2,0,CPU_FREQ
14,83,50,17,13,TITLE
1,7,0,5,0,PRICE
18,100,52,25,18,TITLE
1,7,0,5,0,PRICE
12,69,36,18,11,TITLE
1,7,0,5,0,PRICE
3,13,5,6,2,CPU
13,74,43,17,12,TITLE
5,35,31,0,4,TITLE
1,6,0,4,0,PRICE
14,75,41,18,13,TITLE
20,100,67,11,20,TITLE
1,5,0,4,0,PRICE
1,4,2,2,0,SCREEN_SIZE
3,11,1,8,2,SCREEN_RESOLUTION
15,89,54,18,14,TITLE
14,74,49,9,14,TITLE
14,92,58,19,13,TITLE
1,6,0,4,0,PRICE
3,19,13,4,2,CPU
13,76,45,17,12,TITLE
16,90,57,16,15,TITLE
1,4,0,3,0,PRICE
3,13,6,5,2,CPU
1,8,4,3,0,SCREEN_SIZE
18,98,57,22,17,TITLE
3,16,11,3,2,GPU
1,3,0,2,0,CPU_FREQ
13,84,51,18,12,TITLE
1,7,0,5,0,PRICE
12,68,40,12,11,TITLE
1,6,0,4,0,PRICE
18,94,56,17,18,TITLE
14,80,46,18,13,TITLE
14,80,47,17,13,TITLE
1,6,0,4,0,PRICE
15,92,57,19,14,TITLE
1,7,0,5,0,PRICE
13,86,51,19,12,TITLE
1,5,0,4,0,PRICE
14,85,54,17,13,TITLE
18,94,57,16,18,TITLE
3,10,1,7,2,SCREEN_RESOLUTION
19,107,62,23,19,TITLE
1,7,0,5,0,PRICE
15,86,52,18,14,TITLE
1,6,0,4,0,PRICE
14,77,48,14,13,TITLE
1,7,0,5,0,PRICE
17,98,63,17,16,TITLE
1,7,0,5,0,PRICE
16,96,62,17,15,TITLE
1,5,0,4,0,PRICE
13,75,44,17,12,TITLE
1,6,0,4,0,PRICE
13,85,55,16,12,TITLE
1,7,0,5,0,PRICE
13,76,42,19,12,TITLE
1,7,0,5,0,PRICE
2,11,10,0,1,GPU
17,99,55,24,16,TITLE
1,7,0,5,0,PRICE
15,72,46,11,14,TITLE
1,5,0,4,0,PRICE
14,83,53,16,13,TITLE
1,7,0,5,0,PRICE
14,78,48,16,13,TITLE
1,7,0,5,0,PRICE
14,77,47,16,13,TITLE
1,4,0,3,0,PRICE
3,10,1,7,2,SCREEN_RESOLUTION
13,72,47,12,12,TITLE
1,6,4,2,0,SCREEN_SIZE
18,99,53,24,18,TITLE
14,90,58,17,13,TITLE
17,100,63,19,16,TITLE
1,7,0,5,0,PRICE
18,100,61,20,17,TITLE
1,9,7,2,0,OS
1,4,2,2,0,RAM_CAPACITY
17,100,61,19,17,TITLE
1,7,0,5,0,PRICE
16,98,61,20,15,TITLE
14,89,58,16,13,TITLE
1,7,0,5,0,PRICE
1,4,2,2,0,SCREEN_SIZE
12,70,44,12,11,TITLE
4,19,11,5,3,CPU
13,63,31,18,12,TITLE
3,11,4,5,2,CPU
13,74,43,17,12,TITLE
1,7,0,5,0,PRICE
2,13,9,3,1,GPU
15,83,51,16,14,TITLE
1,7,0,5,0,PRICE
14,80,49,17,13,TITLE
1,7,0,5,0,PRICE
19,118,77,21,18,TITLE
1,7,0,5,0,PRICE
1,3,0,2,0,CPU_FREQ
14,93,60,16,13,TITLE
1,7,0,5,0,PRICE
18,100,60,21,17,TITLE
16,95,62,16,15,TITLE
18,100,66,15,17,TITLE
1,7,0,5,0,PRICE
2,7,2,4,1,CPU
16,91,52,21,15,TITLE
3,16,11,3,2,GPU
14,85,58,13,13,TITLE
1,7,0,5,0,PRICE
16,92,57,17,15,TITLE
13,69,46,8,13,TITLE
1,5,0,4,0,PRICE
13,83,46,21,12,TITLE
1,6,0,4,0,PRICE
16,93,57,18,15,TITLE
18,114,80,15,17,TITLE
15,95,59,20,14,TITLE
1,7,0,5,0,PRICE
17,100,58,22,16,TITLE
1,7,0,5,0,PRICE
13,74,45,16,12,TITLE
15,93,58,19,14,TITLE
15,88,54,18,14,TITLE
1,7,0,5,0,PRICE
16,83,54,11,16,TITLE
14,87,56,16,13,TITLE
16,100,57,23,15,TITLE
14,87,55,17,13,TITLE
14,98,60,20,13,TITLE
14,91,59,17,13,TITLE
1,6,0,4,0,PRICE
19,112,71,18,19,TITLE
1,7,0,5,0,PRICE
14,85,52,18,13,TITLE
14,100,63,19,13,TITLE
1,7,0,5,0,PRICE
19,98,56,21,18,TITLE
3,16,10,4,2,CPU
1,6,2,3,0,SCREEN_SIZE
17,99,55,24,16,TITLE
18,99,56,23,17,TITLE
1,5,0,4,0,PRICE
14,80,50,15,13,TITLE
1,7,0,5,0,PRICE
14,85,47,21,13,TITLE
16,102,64,19,15,TITLE
18,100,60,20,17,TITLE
1,7,0,5,0,PRICE
1,2,0,2,0,RAM_CAPACITY
4,23,13,6,3,CPU
1,3,0,2,0,CPU_FREQ
14,80,49,17,13,TITLE
1,7,0,5,0,PRICE
17,99,56,23,17,TITLE
1,7,0,5,0,PRICE
17,99,55,23,17,TITLE
1,7,0,5,0,PRICE
20,122,75,25,19,TITLE
15,87,54,17,14,TITLE
1,7,0,5,0,PRICE
14,88,53,17,13,TITLE
1,7,0,5,0,PRICE
17,92,56,17,17,TITLE
1,6,0,4,0,PRICE
13,88,53,19,12,TITLE
33,189,128,21,34,TITLE
13,72,46,13,12,TITLE
18,100,58,21,18,TITLE
1,7,0,5,0,PRICE
4,20,12,5,3,CPU
17,99,56,22,17,TITLE
15,85,54,16,14,TITLE
1,4,0,3,0,PRICE
13,75,42,18,12,TITLE
13,78,42,20,12,TITLE
13,71,40,17,12,TITLE
1,7,0,5,0,PRICE
16,99,64,16,15,TITLE
1,6,0,4,0,PRICE
15,94,57,18,14,TITLE
1,7,0,5,0,PRICE
3,15,10,3,2,GPU
15,89,54,18,14,TITLE
13,86,55,17,12,TITLE
1,7,0,5,0,PRICE
14,99,61,20,13,TITLE
22,125,88,13,22,TITLE
1,5,0,4,0,PRICE
4,19,11,5,3,CPU
14,81,48,18,13,TITLE
1,4,0,3,0,PRICE
12,63,35,16,11,TITLE
1,7,0,5,0,PRICE
3,11,4,5,2,CPU
1,6,2,3,0,SCREEN_SIZE
18,100,53,25,18,TITLE
1,7,0,5,0,PRICE
16,89,53,18,15,TITLE
14,83,54,14,13,TITLE
13,72,46,9,14,TITLE
12,63,40,9,12,TITLE
1,5,0,4,0,PRICE
17,100,55,24,17,TITLE
1,7,0,5,0,PRICE
15,83,47,20,14,TITLE
14,91,60,15,13,TITLE
1,6,0,4,0,PRICE
13,74,42,18,12,TITLE
1,7,0,5,0,PRICE
16,100,60,23,15,TITLE
1,7,0,5,0,PRICE
14,81,47,18,13,TITLE
1,6,0,4,0,PRICE
16,85,59,8,16,TITLE
1,5,0,4,0,PRICE
11,63,33,18,10,TITLE
1,6,0,4,0,PRICE
18,100,59,22,17,TITLE
1,7,0,5,0,PRICE
4,20,12,5,3,CPU
18,100,53,25,18,TITLE
12,70,39,17,11,TITLE
17,100,55,24,16,TITLE
1,7,0,5,0,PRICE
14,94,59,18,13,TITLE
1,7,0,5,0,PRICE
16,100,62,17,15,TITLE
13,81,54,14,12,TITLE
15,92,57,18,14,TITLE
1,6,0,4,0,PRICE
14,82,49,17,13,TITLE
1,6,0,4,0,PRICE
15,103,73,14,14,TITLE
1,7,0,5,0,PRICE
17,100,62,20,16,TITLE
1,7,0,5,0,PRICE
13,75,44,17,12,TITLE
1,4,0,3,0,PRICE
14,81,47,18,13,TITLE
1,6,0,4,0,PRICE
21,116,68,23,21,TITLE
1,7,0,5,0,PRICE
14,96,60,19,13,TITLE
1,7,0,5,0,PRICE
15,102,69,17,14,TITLE
11,59,38,10,10,TITLE
2,18,10,6,1,CPU
19,108,64,22,19,TITLE
1,7,0,5,0,PRICE
16,100,61,20,16,TITLE
1,7,0,5,0,PRICE
17,99,61,19,16,TITLE
3,13,6,5,2,CPU
13,79,49,17,12,TITLE
17,99,55,24,16,TITLE
20,109,66,20,20,TITLE
1,7,0,5,0,PRICE
17,97,56,21,17,TITLE
1,7,0,5,0,PRICE
23,139,89,21,24,TITLE
1,7,0,5,0,PRICE
16,95,62,16,15,TITLE
1,7,0,5,0,PRICE
14,93,60,17,13,TITLE
1,7,0,5,0,PRICE
17,100,55,23,17,TITLE
1,7,0,5,0,PRICE
15,82,48,18,14,TITLE
12,71,47,12,11,TITLE
1,6,0,4,0,PRICE
1,6,2,3,0,SCREEN_SIZE
15,90,59,12,14,TITLE
1,6,0,4,0,PRICE
14,94,59,18,13,TITLE
1,7,0,5,0,PRICE
13,72,46,13,12,TITLE
1,7,0,5,0,PRICE
4,22,12,6,3,CPU
3,11,1,8,2,SCREEN_RESOLUTION
18,100,57,22,18,TITLE
1,7,0,5,0,PRICE
14,90,58,17,13,TITLE
16,86,55,15,15,TITLE
1,6,0,4,0,PRICE
18,100,57,22,18,TITLE
1,7,0,5,0,PRICE
1,1,0,1,0,STORAGE_HDD
14,82,49,18,13,TITLE
14,89,57,17,13,TITLE
1,7,0,5,0,PRICE
14,91,59,17,13,TITLE
17,98,55,23,17,TITLE
1,6,0,4,0,PRICE
13,78,42,20,12,TITLE
15,83,46,19,15,TITLE
1,6,0,4,0,PRICE
15,77,45,17,14,TITLE
1,7,0,5,0,PRICE
15,91,59,16,14,TITLE
2,14,9,4,1,GPU
15,97,63,17,14,TITLE
1,6,0,4,0,PRICE
3,11,1,8,2,SCREEN_RESOLUTION
12,64,42,8,12,TITLE
14,80,49,14,14,TITLE
1,4,0,3,0,PRICE
14,73,42,17,13,TITLE
14,90,49,21,13,TITLE
1,7,0,5,0,PRICE
14,87,54,17,13,TITLE
14,89,58,16,13,TITLE
1,7,0,5,0,PRICE
15,91,54,21,14,TITLE
1,7,0,5,0,PRICE
17,97,62,18,16,TITLE
1,6,0,4,0,PRICE
4,18,11,4,3,CPU
1,6,3,3,0,CPU_FREQ
10,64,42,11,9,TITLE
2,8,2,5,1,CPU
14,79,50,15,13,TITLE
18,102,59,21,18,TITLE
1,7,0,5,0,PRICE
17,100,55,23,17,TITLE
1,7,0,5,0,PRICE
14,76,42,18,13,TITLE
1,6,0,4,0,PRICE
15,83,54,14,14,TITLE
1,7,0,5,0,PRICE
15,89,58,15,14,TITLE
14,82,48,18,13,TITLE
14,94,68,12,13,TITLE
1,6,0,4,0,PRICE
3,13,6,5,2,CPU
3,11,1,8,2,SCREEN_RESOLUTION
13,83,51,18,12,TITLE
4,19,11,5,3,CPU
14,80,51,15,13,TITLE
12,69,36,18,12,TITLE
18,104,60,24,17,TITLE
1,7,0,5,0,PRICE
18,98,55,22,18,TITLE
1,7,0,5,0,PRICE
15,88,54,18,14,TITLE
15,91,59,17,14,TITLE
1,7,0,5,0,PRICE
13,76,46,16,12,TITLE
1,6,0,4,0,PRICE
13,80,54,13,12,TITLE
14,83,52,17,13,TITLE
1,6,0,4,0,PRICE
19,108,60,24,19,TITLE
1,7,0,5,0,PRICE
17,88,52,16,17,TITLE
4,15,12,0,3,OS
16,100,64,19,15,TITLE
1,7,0,5,0,PRICE
13,77,49,15,12,TITLE
1,7,0,5,0,PRICE
17,100,58,23,16,TITLE
1,7,0,5,0,PRICE
15,93,62,16,14,TITLE
14,88,54,18,13,TITLE
14,85,53,17,13,TITLE
18,100,55,23,18,TITLE
1,7,0,5,0,PRICE
15,79,45,18,14,TITLE
1,7,0,5,0,PRICE
17,91,54,17,17,TITLE
1,5,0,4,0,PRICE
12,69,41,15,11,TITLE
2,8,2,5,1,CPU
10,50,39,2,9,TITLE
1,7,0,5,0,PRICE
13,75,46,15,12,TITLE
1,6,0,4,0,PRICE
1,8,4,3,0,SCREEN_SIZE
15,88,54,18,14,TITLE
1,7,0,5,0,PRICE
17,101,60,22,16,TITLE
1,7,0,5,0,PRICE
15,87,54,17,14,TITLE
1,7,0,5,0,PRICE
13,80,50,16,12,TITLE
1,6,0,4,0,PRICE
14,91,60,14,13,TITLE
14,96,60,19,13,TITLE
19,112,67,22,19,TITLE
14,75,41,19,13,TITLE
1,7,0,5,0,PRICE
16,90,54,18,15,TITLE
1,7,0,5,0,PRICE
14,83,52,17,13,TITLE
13,76,51,11,12,TITLE
1,6,0,4,0,PRICE
3,19,13,4,2,CPU
14,87,54,18,13,TITLE
18,105,61,22,18,TITLE
13,82,50,18,12,TITLE
1,7,0,5,0,PRICE
17,100,62,20,16,TITLE
1,7,0,5,0,PRICE
16,99,63,20,15,TITLE
1,7,0,5,0,PRICE
15,86,54,17,14,TITLE
1,7,0,5,0,PRICE
13,83,53,16,12,TITLE
1,7,0,5,0,PRICE
19,99,64,13,19,TITLE
18,101,58,22,18,TITLE
1,7,0,5,0,PRICE
15,88,55,15,15,TITLE
12,68,41,14,11,TITLE
16,96,65,15,15,TITLE
1,7,0,5,0,PRICE
16,94,57,18,15,TITLE
18,100,59,21,17,TITLE
17,100,55,24,17,TITLE
1,7,0,5,0,PRICE
14,88,61,13,13,TITLE
16,90,52,20,15,TITLE
1,7,0,5,0,PRICE
3,16,11,3,2,GPU
17,100,66,16,16,TITLE
1,7,0,5,0,PRICE
15,85,51,18,14,TITLE
1,7,0,5,0,PRICE
14,94,58,20,13,TITLE
13,74,42,16,12,TITLE
3,14,5,6,2,CPU
15,94,56,19,14,TITLE
15,86,50,20,14,TITLE
1,4,0,3,0,PRICE
18,100,66,17,17,TITLE
1,7,0,5,0,PRICE
17,89,61,9,17,TITLE
14,70,36,18,13,TITLE
12,66,44,8,12,TITLE
13,77,49,14,12,TITLE
1,6,0,4,0,PRICE
17,108,73,17,16,TITLE
17,100,56,23,17,TITLE
1,7,0,5,0,PRICE
1,8,4,3,0,SCREEN_SIZE
15,85,52,17,14,TITLE
1,7,0,5,0,PRICE
12,59,30,16,11,TITLE
13,78,52,13,12,TITLE
3,21,15,4,2,CPU
13,85,55,15,12,TITLE
13,76,43,18,12,TITLE
18,105,67,18,17,TITLE
16,82,48,17,15,TITLE
1,7,0,5,0,PRICE
15,92,59,18,14,TITLE
1,7,0,5,0,PRICE
16,86,53,16,15,TITLE
1,5,0,4,0,PRICE
2,12,8,3,1,GPU
17,96,54,23,16,TITLE
15,94,55,22,14,TITLE
14,91,58,17,13,TITLE
14,91,58,17,13,TITLE
1,7,0,5,0,PRICE
17,100,60,21,16,TITLE
1,7,0,5,0,PRICE
15,94,55,22,14,TITLE
16,100,67,16,15,TITLE
1,7,0,5,0,PRICE
14,81,49,17,13,TITLE
12,72,45,15,11,TITLE
4,19,11,5,3,CPU
16,100,68,16,15,TITLE
18,99,53,25,17,TITLE
1,7,0,5,0,PRICE
17,93,57,14,18,TITLE
19,100,57,23,18,TITLE
1,7,0,5,0,PRICE
17,109,79,13,16,TITLE
1,4,0,3,0,PRICE
3,15,10,3,2,GPU
3,18,12,4,2,CPU
17,99,53,26,16,TITLE
1,7,0,5,0,PRICE
14,83,51,17,13,TITLE
1,7,0,5,0,PRICE
13,81,49,18,12,TITLE
18,100,58,22,17,TITLE
4,20,12,5,3,CPU
20,111,66,22,20,TITLE
1,7,0,5,0,PRICE
16,81,48,15,16,TITLE
15,95,62,17,14,TITLE
14,88,54,18,13,TITLE
1,6,0,4,0,PRICE
22,134,84,24,22,TITLE
17,96,58,19,16,TITLE
1,7,0,5,0,PRICE
14,81,52,14,13,TITLE
1,6,0,4,0,PRICE
12,69,34,17,11,TITLE
1,6,0,4,0,PRICE
15,79,46,17,14,TITLE
15,93,60,17,14,TITLE
1,4,0,3,0,PRICE
20,111,67,21,20,TITLE
1,6,0,4,0,PRICE
14,76,52,8,14,TITLE
1,5,0,4,0,PRICE
21,115,71,21,20,TITLE
10,65,31,18,9,TITLE
3,11,4,5,2,CPU
12,73,39,19,11,TITLE
1,6,0,4,0,PRICE
19,100,59,22,18,TITLE
1,5,0,4,0,PRICE
14,77,48,14,13,TITLE
1,7,0,5,0,PRICE
15,88,54,18,14,TITLE
18,99,56,22,18,TITLE
13,77,49,12,13,TITLE
3,16,10,4,2,CPU
14,88,54,18,13,TITLE
1,6,0,4,0,PRICE
17,100,54,25,17,TITLE
1,7,0,5,0,PRICE
17,88,50,18,17,TITLE
1,7,0,5,0,PRICE
13,86,54,17,12,TITLE
1,6,0,4,0,PRICE
17,99,59,19,17,TITLE
18,108,61,24,18,TITLE
1,6,0,4,0,PRICE
1,5,2,2,0,STORAGE_HDD
13,70,46,9,13,TITLE
13,86,55,17,12,TITLE
1,6,0,4,0,PRICE
14,88,54,17,14,TITLE
1,6,2,3,0,SCREEN_SIZE
14,89,54,17,14,TITLE
15,86,54,17,14,TITLE
17,100,55,24,17,TITLE
16,100,57,23,15,TITLE
1,7,0,5,0,PRICE
3,16,11,3,2,GPU
17,100,61,19,17,TITLE
12,67,38,15,11,TITLE
15,85,54,16,14,TITLE
1,7,0,5,0,PRICE
21,116,68,23,21,TITLE
1,7,0,5,0,PRICE
6,40,34,1,5,TITLE
15,80,42,21,14,TITLE
13,79,53,11,13,TITLE
3,19,13,4,2,CPU
1,6,3,2,0,CPU_FREQ
13,79,49,17,12,TITLE
15,96,61,17,14,TITLE
1,7,0,5,0,PRICE
4,22,12,6,3,CPU
13,77,49,14,12,TITLE
17,88,54,15,17,TITLE
17,100,53,26,17,TITLE
16,100,64,19,15,TITLE
2,7,2,4,1,CPU
14,76,41,19,13,TITLE
1,7,0,5,0,PRICE
4,21,12,5,3,CPU
13,68,32,18,12,TITLE
1,4,0,3,0,PRICE
16,92,57,17,15,TITLE
1,7,0,5,0,PRICE
12,77,57,9,11,TITLE
14,95,60,18,13,TITLE
14,90,57,17,13,TITLE
13,84,54,16,12,TITLE
1,7,0,5,0,PRICE
14,93,60,16,13,TITLE
1,7,0,5,0,PRICE
14,100,65,18,13,TITLE
1,7,0,5,0,PRICE
14,76,44,17,13,TITLE
1,6,0,4,0,PRICE
20,99,64,14,19,TITLE
1,5,0,4,0,PRICE
15,87,54,17,14,TITLE
1,7,0,5,0,PRICE
15,84,52,17,14,TITLE
18,100,53,24,18,TITLE
16,88,54,18,15,TITLE
1,7,0,5,0,PRICE
11,66,44,11,10,TITLE
