CONF	PREC	REC	FM	TIME
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	695.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	697.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	698.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	698.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	698.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	698.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	699.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	699.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	700.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	700.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	701.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	701.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	701.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	702.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	703.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	703.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	704.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	704.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	705.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	705.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	706.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	706.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	707.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	707.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	707.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	707.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	709.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	709.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	711.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	712.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	712.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	713.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	713.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	714.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	714.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	716.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	716.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	717.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	718.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	718.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	719.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	720.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	720.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	720.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	721.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	723.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	724.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	724.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	725.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	725.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	727.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	727.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	728.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	728.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	728.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	728.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	730.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	731.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	732.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	732.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	733.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	736.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	738.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	739.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	739.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	742.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	745.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	749.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	754.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	757.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	759.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	759.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	760.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	761.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	767.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	770.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	773.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	776.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	782.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	785.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	788.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	789.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	792.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	793.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	803.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	819.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	820.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	825.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	828.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	846.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	857.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	860.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	864.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	873.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	894.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	902.00ms
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	904.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	913.00ms
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	949.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	643.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	649.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	651.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	652.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	653.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	654.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	654.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	655.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	655.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	658.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	659.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	660.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	662.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	662.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	665.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	665.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	666.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	666.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	668.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	669.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	669.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	670.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	672.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	673.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	673.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	675.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	675.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	676.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	678.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	679.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	681.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	682.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	682.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	683.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	685.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	691.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	691.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	692.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	692.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	693.00ms
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	693.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	699.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	702.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	704.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	705.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	712.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	713.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	716.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	718.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	721.00ms
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	729.00ms
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	730.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	749.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	749.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	760.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	773.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	775.00ms
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	776.00ms
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	777.00ms
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.48%	12.08%	14.56%	779.00ms
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.48%	12.08%	14.56%	780.00ms
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.48%	12.08%	14.56%	783.00ms
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.48%	12.08%	14.56%	785.00ms
