TITLE|BLUETOOTH_VERSION|WIFI|EXTERNAL_MEMORY|ROM|RAM|PRICE|NETWORK_2G|NETWORK_3G|NETWORK_4G|WIRELESS_CONNECTIVITY|BATTERY_CAPACITY|CAMERA_BACK|CAMERA_FRONT|SIM_CARD_TYPE|PRODUCT_SIZE|WEIGHT|SCREEN_TYPE|SCREEN_SIZE|SCREEN_RESOLUTION|GPU|CPU|OS|CPU_CORES
sony xperia x dual sim 64gb f5122 black|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 256 gb (dedicated slot)|64 gb| 3 gb ram|279 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 19(800), 20(800), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2620 mah battery|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|13 mp, f/2.0, 22mm, 1/3|dual sim (nano-sim, dual stand-by)|142.7 x 69.4 x 7.9 mm (5.62 x 2.73 x 0.31 in)|153 g (5.40 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~69.6% screen-to-body ratio)|1080 x 1920 pixels (~441 ppi pixel density)|adreno 510|qualcomm msm8956 snapdragon 650|android os, v6.0.1 (marshmallow)|dual-core 1.8 ghz cortex-a72 & quad-core 1.4 ghz cortex-a53
sony xperia x performance lte 32gb f8131 rose gold|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb (dedicated slot)|32 gb| 3 gb ram|485 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2700 mah battery|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|13 mp, f/2.0, 22mm, 1/3|nano-sim|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|164.4 g (5.78 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~68.1% screen-to-body ratio)|1080 x 1920 pixels (~441 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 820|android os, v6.0.1 (marshmallow)|dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo
sony xperia z1 3g c6902 white|yes, v4.0 with a2dp|wi-fi 802.11 a/b/g/n/ac, wi-fi direct, dlna, wi-fi hotspot|microsd, up to 64 gb|16 gb| 2 gb ram|246 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1700 / 1900 / 2100|||non-removable li-ion 3000 mah battery|20.7 mp, 5248 х 3936 pixels, autofocus, led flash|yes, 2 mp, 1080p@30fps|micro-sim|144 x 74 x 8.5 mm|170 g|tft capacitive touchscreen, 16m colors|1080 x 1920 pixels, 5.0 inches (~441 ppi pixel density)||adreno 330|qualcomm msm8974 snapdragon 800|android os, v4.2 (jelly bean), v4.3, upgradable to v4.4.2 (kitkat)|quad-core 2.2 ghz krait 400
sony xperia x dual sim 64gb f5122 lime|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 256 gb (dedicated slot)|64 gb| 3 gb ram|315 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 19(800), 20(800), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2620 mah battery|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|13 mp, f/2.0, 22mm, 1/3|dual sim (nano-sim, dual stand-by)|142.7 x 69.4 x 7.9 mm (5.62 x 2.73 x 0.31 in)|153 g (5.40 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~69.6% screen-to-body ratio)|1080 x 1920 pixels (~441 ppi pixel density)|adreno 510|qualcomm msm8956 snapdragon 650|android os, v6.0.1 (marshmallow)|dual-core 1.8 ghz cortex-a72 & quad-core 1.4 ghz cortex-a53
sony xperia xa dual sim f3116 rose gold|v4.1, a2dp, le, apt-x|wi-fi 802.11 a/b/g/n, wi-fi direct, dlna, hotspot|microsd, up to 256 gb (dedicated slot)|16 gb| 2 gb ram|197 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2300 mah battery|13 mp, phase detection autofocus, led flash|8 mp, 1/4|dual sim (nano-sim, dual stand-by)|143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in)|137.4 g (4.83 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~71.8% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|mali-t860mp2|mediatek mt6755 helio p10|android os, v6.0.1 (marshmallow)|octa-core 2.0 ghz cortex-a53
sony xperia x performance dual sim 64gb f8132 white|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 3 gb ram|476 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2 (dual sim model only)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2700 mah battery|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|13 mp, f/2.0, 22mm, 1/3|dual sim (nano-sim, dual stand-by)|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|164.4 g (5.78 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~68.1% screen-to-body ratio)|1080 x 1920 pixels (~441 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 820|android os, v6.0.1 (marshmallow)|dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo
sony xperia xa1 dual sim 32gb g3116 white|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|32 gb| 3 gb ram|288 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2300 mah battery|23 mp, f/2.0, 24mm, phase detection and laser autofocus, led flash|"8 mp, f/2.0, 23mm, autofocus, 1/4"" sensor size, 1080p"|dual sim (nano-sim, dual stand-by)|145 x 67 x 8 mm (5.71 x 2.64 x 0.31 in)|143 g (5.04 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.9% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|mali-t880mp2|mediatek mt6757 helio p20|android os, v7.0 (nougat)|octa-core (4x2.3 ghz cortex-a53 & 4x1.6 ghz cortex-a53)
sony xperia x performance lte 32gb f8131 white|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb (dedicated slot)|32 gb| 3 gb ram|485 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2700 mah battery|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|13 mp, f/2.0, 22mm, 1/3|nano-sim|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|164.4 g (5.78 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~68.1% screen-to-body ratio)|1080 x 1920 pixels (~441 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 820|android os, v6.0.1 (marshmallow)|dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo
sony xperia xa dual sim f3116 white|v4.1, a2dp, le, apt-x|wi-fi 802.11 a/b/g/n, wi-fi direct, dlna, hotspot|microsd, up to 256 gb (dedicated slot)|16 gb| 2 gb ram|197 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2300 mah battery|13 mp, phase detection autofocus, led flash|8 mp, 1/4|dual sim (nano-sim, dual stand-by)|143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in)|137.4 g (4.83 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~71.8% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|mali-t860mp2|mediatek mt6755 helio p10|android os, v6.0.1 (marshmallow)|octa-core 2.0 ghz cortex-a53
sony xperia x performance dual sim 64gb f8132 lime|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 3 gb ram|476 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2 (dual sim model only)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2700 mah battery|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|13 mp, f/2.0, 22mm, 1/3|dual sim (nano-sim, dual stand-by)|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|164.4 g (5.78 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~68.1% screen-to-body ratio)|1080 x 1920 pixels (~441 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 820|android os, v6.0.1 (marshmallow)|dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo
sony xperia xa1 dual sim 16gb g3116 black|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|16 gb| 3 gb ram||gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2300 mah battery|23 mp, f/2.0, 24mm, phase detection and laser autofocus, led flash|"8 mp, f/2.0, 23mm, autofocus, 1/4"" sensor size, 1080p"|dual sim (nano-sim, dual stand-by)|145 x 67 x 8 mm (5.71 x 2.64 x 0.31 in)|143 g (5.04 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.9% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|mali-t880mp2|mediatek mt6757 helio p20|android os, v7.0 (nougat)|octa-core (4x2.3 ghz cortex-a53 & 4x1.6 ghz cortex-a53)
huawei honor 8 lite dual sim 32gb pra-al00 white|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 3 gb ram|208 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1800 / 2100 / 2600 / 2300 / 2500|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei p10 lte 64gb vtr-l09 silver|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 4 gb ram|554 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 3200 mah battery|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|8 mp, f/1.9|nano-sim|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|145 g (5.11 oz)|ips-neo lcd capacitive touchscreen, 16m colors|5.1 inches (~71.2% screen-to-body ratio)|1080 x 1920 pixels (~432 ppi pixel density)|mali-g71 mp8|hisilicon kirin 960|android os, v7.0 (nougat)|octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)
huawei nova smart dual sim 16gb dig-l21 silver|4.1, a2dp|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|200 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 900 / 2100|lte band 1(2100), 3(1800), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-po 3020 mah battery|13 mp, f/2.2, phase detection autofocus, led flash|5 mp, 1080p|dual sim (micro-sim, dual stand-by)|143.5 x 69.9 x 7.6 mm (5.65 x 2.75 x 0.30 in)|138 g (4.87 oz)|amoled capacitive touchscreen, 16m colors|5.0 inches (~68.7% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8940 snapdragon 435|android 6.0 (marshmallow)|octa-core 1.4 ghz cortex-a53
huawei y5 y560-l02 black white|v4.0, a2dp, le|wi-fi 802.11 b/g/n, dlna, hotspot|microsd, up to 32 gb|8 gb| 1 gb ram|92 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 20(800)|gsm / hspa / lte|li-ion 2000 mah battery|5 mp, 2592 х 1944 pixels, autofocus, led flash|2 mp|micro-sim|134.6 x 66.6 x 10 mm|145 g|ips lcd capacitive touchscreen, 16m colors|4.5 inches (~61.7% screen-to-body ratio)|480 x 854 pixels (~217.7 ppi pixel density)|adreno 306|qualcomm msm8916 snapdragon 410|android os, v4.4.2 (kitkat)|quad-core 1.2 ghz cortex-a53
huawei honor 8 lite dual sim 32gb pra-al00 blue|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 3 gb ram|212 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1800 / 2100 / 2600 / 2300 / 2500|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei p10 dual sim 64gb vtr-l29 gray|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 4 gb ram|516 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 3200 mah battery|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|8 mp, f/1.9|dual sim (nano-sim, dual stand-by)|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|145 g (5.11 oz)|ips-neo lcd capacitive touchscreen, 16m colors|5.1 inches (~71.2% screen-to-body ratio)|1080 x 1920 pixels (~432 ppi pixel density)|mali-g71 mp8|hisilicon kirin 960|android os, v7.0 (nougat)|octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)
huawei honor 8 lite dual sim 32gb 4gb ram pra-al00x blue|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 4 gb ram|252 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1800 / 2100 / 2600 / 2300 / 2500|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei p9 lite (2017) dual sim pra-lx1 white|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 3 gb ram|260 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 3(1800), 20(800), 28(700)|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei honor 8 lite dual sim lte 64gb white|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 4 gb ram|292 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1800 / 2100 / 2600 / 2300 / 2500|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei p10 dual sim 64gb vtr-l29 silver|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 4 gb ram|552 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 3200 mah battery|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|8 mp, f/1.9|dual sim (nano-sim, dual stand-by)|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|145 g (5.11 oz)|ips-neo lcd capacitive touchscreen, 16m colors|5.1 inches (~71.2% screen-to-body ratio)|1080 x 1920 pixels (~432 ppi pixel density)|mali-g71 mp8|hisilicon kirin 960|android os, v7.0 (nougat)|octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)
huawei ascend p8 lite dual sim gold|v4.0, a2dp|wi-fi 802.11 b/g/n, hotspot|microsd, up to 128 gb (uses sim 2 slot)|16 gb| 2 gb ram|166 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 4(1700/2100), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2200 mah battery|13 mp, 4160 x 3120 pixels, autofocus, dual-led flash|5 mp|dual sim (micro-sim, dual stand-by)|143 x 70.6 x 7.7 mm (5.63 x 2.78 x 0.30 in)|131 g (4.62 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~68.3% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)||hisilicon kirin 620|android os, v5.0.2 (lollipop)|octa-core 1.2 ghz
huawei p10 dual sim 64gb vtr-l29 gold|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 4 gb ram|516 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 3200 mah battery|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|8 mp, f/1.9|dual sim (nano-sim, dual stand-by)|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|145 g (5.11 oz)|ips-neo lcd capacitive touchscreen, 16m colors|5.1 inches (~71.2% screen-to-body ratio)|1080 x 1920 pixels (~432 ppi pixel density)|mali-g71 mp8|hisilicon kirin 960|android os, v7.0 (nougat)|octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)
huawei honor 8 lite dual sim 32gb 4gb ram pra-al00x white|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 4 gb ram|252 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1800 / 2100 / 2600 / 2300 / 2500|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei nova smart dual sim 16gb dig-l21 gray|4.1, a2dp|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|200 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 900 / 2100|lte band 1(2100), 3(1800), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-po 3020 mah battery|13 mp, f/2.2, phase detection autofocus, led flash|5 mp, 1080p|dual sim (micro-sim, dual stand-by)|143.5 x 69.9 x 7.6 mm (5.65 x 2.75 x 0.30 in)|138 g (4.87 oz)|amoled capacitive touchscreen, 16m colors|5.0 inches (~68.7% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8940 snapdragon 435|android 6.0 (marshmallow)|octa-core 1.4 ghz cortex-a53
huawei p9 lite (2017) dual sim pra-lx1 black|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 3 gb ram||gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 3(1800), 20(800), 28(700)|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei honor 8 lite dual sim 32gb pra-al00 black|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 3 gb ram|208 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1800 / 2100 / 2600 / 2300 / 2500|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
