Configuration	ErrorRate	Precision	Recall	F-Measure
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	73.49%	14.55%	26.51%	18.76%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	73.49%	14.55%	26.51%	18.76%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	73.49%	14.55%	26.51%	18.76%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	73.49%	14.34%	26.51%	18.56%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	73.51%	14.55%	26.49%	18.75%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	73.51%	14.54%	26.49%	18.75%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	74.14%	12.88%	25.86%	17.19%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	74.14%	12.88%	25.86%	17.19%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	74.14%	12.88%	25.86%	17.19%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	74.14%	12.88%	25.86%	17.19%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	74.14%	12.88%	25.86%	17.19%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	74.14%	12.88%	25.86%	17.19%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	74.14%	12.87%	25.86%	17.19%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	74.14%	12.87%	25.86%	17.19%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	74.14%	12.87%	25.86%	17.19%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	74.80%	15.24%	25.20%	18.68%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	74.91%	15.28%	25.09%	18.73%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	74.91%	15.28%	25.09%	18.72%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	74.93%	15.28%	25.07%	18.72%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	74.93%	15.26%	25.07%	18.71%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	75.15%	14.86%	24.85%	18.28%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	75.35%	14.23%	24.65%	17.39%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	75.46%	13.27%	24.54%	17.17%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	75.46%	13.27%	24.54%	17.17%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	75.46%	13.27%	24.54%	17.17%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	75.97%	14.91%	24.03%	18.40%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	75.97%	14.90%	24.03%	18.39%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	75.97%	14.90%	24.03%	18.40%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	76.88%	13.57%	23.12%	16.79%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	77.03%	14.40%	22.97%	17.48%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	77.03%	14.40%	22.97%	17.48%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	77.03%	14.39%	22.97%	17.48%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	77.03%	14.38%	22.97%	17.47%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	77.83%	14.23%	22.17%	17.02%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	77.94%	13.56%	22.06%	16.79%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	77.94%	13.56%	22.06%	16.79%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	77.94%	13.54%	22.06%	16.78%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	78.77%	16.50%	21.23%	17.54%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	79.22%	14.01%	20.78%	16.57%
{HiddenLayers=t, LearningRate=0.5, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	80.74%	13.81%	19.26%	15.19%
