CONF	PREC	REC	FM	TIME
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.63%	20.69%	20.72%	22.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	22.46%	23.89%	21.48%	21.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	19.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	30.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.94%	24.47%	24.50%	12.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	46.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	35.50%	28.24%	27.91%	9.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.63%	20.69%	20.72%	22.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.32%	25.94%	26.64%	8.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	18.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	22.46%	23.89%	21.48%	23.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	41.33%	39.00%	37.99%	7.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	18.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.32%	25.94%	26.64%	10.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.64%	37.36%	38.01%	9.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	40.02%	27.91%	28.44%	12.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	18.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	40.02%	27.91%	28.44%	13.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	42.67%	36.04%	36.79%	12.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	37.40%	26.68%	28.08%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.94%	24.47%	24.50%	12.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	45.89%	37.52%	38.97%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.23%	37.77%	37.61%	14.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	34.21%	27.18%	26.38%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	21.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	19.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	37.02%	26.52%	27.85%	66.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	19.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.63%	20.69%	20.72%	23.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	22.46%	23.89%	21.48%	25.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.30%	27.50%	26.76%	9.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.59%	37.60%	38.18%	10.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	42.86%	37.60%	38.29%	9.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	32.42%	26.19%	26.17%	23.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	19.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.23%	37.77%	37.61%	14.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.94%	24.47%	24.50%	12.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	29.95%	27.26%	26.55%	8.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	35.75%	27.50%	26.91%	14.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.20%	23.97%	23.16%	12.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	32.42%	26.19%	26.17%	81.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	35.75%	27.50%	26.91%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.58%	20.44%	20.65%	20.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	38.50%	33.09%	34.82%	9.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	19.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	22.46%	23.89%	21.48%	30.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	22.46%	23.89%	21.48%	21.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	40.02%	27.91%	28.44%	13.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.23%	37.77%	37.61%	13.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	19.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.23%	37.77%	37.61%	14.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	32.42%	26.19%	26.17%	22.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	18.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	20.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	45.89%	37.52%	38.97%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	25.20%	22.58%	22.08%	7.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	24.66%	21.02%	19.60%	21.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	18.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.06%	23.97%	23.31%	11.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	14.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.09%	34.56%	34.02%	8.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.06%	23.97%	23.31%	13.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	43.53%	38.51%	36.86%	10.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	48.98%	39.16%	38.17%	14.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.20%	23.97%	23.16%	28.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	48.98%	39.16%	38.17%	14.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	24.69%	21.76%	21.86%	8.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	39.56%	27.01%	25.86%	22.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.41%	37.44%	35.31%	10.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	29.55%	28.90%	26.65%	8.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	26.70%	22.17%	22.46%	8.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	32.35%	23.73%	23.92%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.20%	23.97%	23.16%	12.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	39.14%	27.01%	25.85%	11.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.09%	34.56%	34.02%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	35.06%	23.48%	22.47%	25.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.06%	23.97%	23.31%	11.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	39.89%	38.51%	37.35%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	29.19%	28.65%	26.44%	8.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	30.40%	25.21%	23.94%	11.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	49.36%	39.41%	38.40%	16.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	41.33%	39.00%	37.99%	8.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	42.67%	36.04%	36.79%	11.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	42.67%	36.04%	36.79%	29.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	24.72%	21.26%	19.70%	14.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	43.53%	38.51%	36.86%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	31.63%	23.40%	22.88%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	36.65%	26.93%	27.88%	15.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	26.70%	22.17%	22.46%	17.00ms
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	17.00ms
