Resource URI	root.title	Graphics.GraphicType	Graphics.GraphicsManufacturer	Graphics.Graphicscard	Graphics.GraphicsMemory	KeySpecification.Processormanufacturer	Processor.ClockSpeed	Processor.ProcessorModel	Processor.ProcessorNumber	Storage.Harddrivecapacity	Memory.Memorytype	Memory.RAMMemory	root.price	Media.OpticalDrive	Operatingsystem.OperatingSystem	Warranty.ManufacturerWarranty	KeySpecification.Screensize	KeySpecification.Storage	DisplayandKeyboard.ScreenResolution	Battery.BatteryRunTime
http://www.debenhamsplus.com/laptops/p/1167259/msi-stealth-pro-4k-gs63vr-7rf-core-i7-7700hq-16gb-2tb-256gb-ssd-geforce-gtx-1060-15.6-inch-windows	msi stealth pro 4k gs63vr 7rf core i7-7700hq 16gb 2tb + 256gb ssd geforce gtx 1060 15.6 inch windows	dedicated	nvidia	geforce gtx 1060	6gb	intel	2.8	intel core i7	7700hq	2		16gb	£333.97		windows 10	2 year warranty	15.6in	256		
http://www.debenhamsplus.com/laptops/p/1160906/hp-probook-430-g4-core-i5-7200u-2.5ghz-4gb-500gb-13.3-inch-windows-10-professional-laptop	hp probook 430 g4 core i5-7200u 4gb 500gb 13.3 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u	500gb	ddr4 sdram	4gb	£101.97	no optical drive	windows 10 pro	1 year warranty	13.3in	500gb	1366 x 768	13.25hours
http://www.debenhamsplus.com/laptops/p/1194720/lenovo-thinkpad-x270-core-i5-7200u-8gb-256gb-ssd-12.5-inch-windows-10-professional-laptop	lenovo thinkpad x270 core i5-7200u 8gb 256gb ssd 12.5 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u		ddr4 sdram	8gb	£170.97	no optical drive	windows 10 pro	3 year warranty	12.5in	256gb	1920 x 1080	13.04hours
http://www.debenhamsplus.com/laptops/p/1189956/fujitsu-lifebook-e557-core-i5-7200u-4gb-128gb-ssd-15.6-inch-windows-10-professional-desktop	fujitsu lifebook e557 core i5-7200u 4gb 128gb ssd 15.6 inch windows 10 professional desktop	integrated				intel	2.5ghz	intel core i5	7200u		ddr4 sdram	4gb	£176.97	no optical drive	windows 10 pro	1 year warranty	15.6in	128gb	1366 x 768	11hours
http://www.debenhamsplus.com/laptops/p/1168616/medion-p6681-core-i5-7200u-8gb-1tb-128gb-ssd-geforce-gtx-1050-15.6-inch-windows-10-gaming-laptop	medion p6681 core i5-7200u 8gb 1tb + 128gb ssd geforce gtx 1050 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1050	4gb	intel	2.5ghz	intel core i5	7200u	1tb		8gb	£54.99	dvd-rw	windows 10		15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1170417/hp-envy-15-as106na-core-i5-7200u-8gb-1tb256gb-ssd-15.6-inch-windows-10-laptop	hp envy 15-as106na core i5-7200u 8gb 1tb+256gb ssd 15.6 inch windows 10 laptop	integrated				intel	2.5ghz	intel core i5	7200u	1tb		8gb	£120.97	no optical drive	windows 10	1 year warranty	15.6in	256gb		
http://www.debenhamsplus.com/laptops/p/1193177/acer-aspire-es-15-es1-533-celeron-n3350-4gb-500gb-15.6-inch-windows-10-laptop-red	acer aspire es 15 es1-533 celeron n3350 4gb 500gb 15.6 inch windows 10 laptop - red	integrated				intel	1.1ghz	intel celeron	n3350	500gb	ddr3l sdram	4gb	£45.97	no optical drive	windows 10	1 year warranty	15.6in	500gb	1366 x 768	5hours
http://www.debenhamsplus.com/laptops/p/1210940/hp-elitebook-840-g3-core-i7-6500u-8gb-512gb-ssd-14-inch-windows-10-pro-laptop	hp elitebook 840 g3 core i7-6500u 8gb 512gb ssd 14 inch windows 10 pro laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£219.99	no optical drive	windows 10	3 year warranty	14in	512gb	1920 x 1080	13.5hours
http://www.debenhamsplus.com/laptops/p/1089263/hp-zbook-15u-g3-mobile-workstation-core-i5-6200u-2.3-ghz-windows-7-professional-64-bit-edition-windows-10-pro-64-bit-edition-downgrade-pre-installed_-windows-7-8-gb-ram	hp zbook 15u g3 core i5-6200u 8gb 500gb 15.6 inch windows 7 professional workstation laptop	dedicated		firepro w4190m	2gb	intel	2.3ghz	intel core i5	6200u	500gb	ddr4 sdram	8gb	£57.97	no optical drive	windows 7 pro	3 year warranty	15.6in	500gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1199077/fujitsu-lifebook-a555-core-i3-5005u-4gb-128gb-ssd-dvd-rw-15.6-inch-windows-10-professional-laptop	fujitsu lifebook a555 core i3-5005u 4gb 128gb ssd dvd-rw 15.6 inch windows 10 professional laptop	integrated				intel	2ghz	intel core i3	5005u		ddr3l sdram	4gb	£71.97	dvd-rw	windows 10 pro	3 year warranty	15.6in	128gb	1366 x 768	11hour(s)
http://www.debenhamsplus.com/laptops/p/1131148/hp-zbook-17-g3-core-i7-6700hq-17-g3-windows-10-professional-downgraded-to-windows-7-pro-8gb-2x4gb-2133-ddr4-ram-500gb-7200-17.3-led-hd-sva-ag-flat-1600x900-nvidia-quadro	hp zbook 17 g3 core i7-6700hq 8gb 500gb 17.3 inch windows 7 professional laptop	integrated				intel	2.6ghz	intel core i7	6700hq	500gb	ddr4 sdram	8gb	£141.97	no optical drive	windows 7 pro	3 year warranty	17.3in	500gb	1600 x 900	16.25hours
http://www.debenhamsplus.com/laptops/p/1185543/lenovo-yoga-core-i5-6260u-8gb-256gb-ssd-13.3-inch-windows-10-laptop	lenovo yoga core i5-6260u 8gb 256gb ssd 13.3 inch windows 10 laptop	integrated				intel	1.8ghz	intel core i5	6260u		lpddr3 sdram	8gb		no optical drive	windows 10	1 year warranty	13.3in	256gb	3200 x 1800	9hours
http://www.debenhamsplus.com/laptops/p/1192591/microsoft-surface-book-core-i7-6600u-16gb-1tb-ssd-geforce-gtx-965m-13.5-inch-windows-10-professional-laptop	microsoft surface book core i7-6600u 16gb 1tb ssd geforce gtx 965m 13.5 inch windows 10 professional laptop	dedicated	nvidia	geforce gtx 965m	2gb	intel	2.6ghz	intel core i7	6600u		lpddr3 sdram	16gb	£275.97	no optical drive	windows 10 pro	1 year warranty	13.5in	1tb	3000 x 2000	16hours
http://www.debenhamsplus.com/laptops/p/1175027/asus-eeebook-e200ha-intel-atom-z8350-2gb-32g-11.6-inch-windows-10-laptop-white	asus eeebook e200ha intel atom z8350 2gb 32g 11.6 inch windows 10 laptop - white	integrated				intel	1.44ghz	atom x5	z8350	32gb	ddr3 sdram	2gb	£44.97	no optical drive	windows 10	1 year warranty	11.6in	32gb	1366 x 768	14hours
http://www.debenhamsplus.com/laptops/p/1162031/asus-zenbook-flip-ux560uq-core-i7-7500u-12gb-2tb-512gb-ssd-15.6-inch-windows-10-convertible-laptop	asus zenbook flip ux560uq core i7-7500u 12gb 2tb + 512gb ssd 15.6 inch windows 10 convertible laptop	dedicated	nvidia		2gb	intel	2.7ghz	intel core i7	7500u	2tb	ddr4 sdram	12gb	£235.97	no optical drive	windows 10	1 year warranty	15.6in	512gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1130238/hp-zbook-15-g3-mobile-workstation-xeon-e3-1505mv5-2.8-ghz-win-7-pro-64-bit-16-gb-ram-256-gb-ssd-hp-z-turbo-drive-no-odd-15.6-ips-1920-x-1080-full-hd-quadro-m10	hp zbook 15 g3 intel xeon e3-1505mv5 16gb 256gb ssd 15.6 inch windows 7 professional laptop	integrated				intel	2.8ghz	xeon	1505mv5		ddr4 sdram	16gb	£516.98	no optical drive	windows 7 pro	3 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1110779/toshiba-tecra-z50-c-1f-core-i7-6600u-16gb-56gb-ssd-nvidia-gb-dedicated-graphics-15.6-inch-fhd-ultrabook-win-7-pro-win-10-pro-1yrrg	toshiba tecra z50-c-12f core i7-6600u 16gb 256gb ssd geforce 930m 15.6 inch windows 7 professional l	dedicated	nvidia	geforce 930m		intel	2.6ghz	intel core i7	6600u		ddr3l sdram	16gb	£194.97	dvd-rw	windows 7 pro	1 year warranty	15.6in	256gb	1920 x 1080	7hours
http://www.debenhamsplus.com/laptops/p/1103326/hp-probook-640-g-core-i5-600u-.3-ghz-4gb-500gb-hdd-dvd-sm-14-inch-windows-7-professional-laptop	hp probook 640 g2 core i5-6200u 4gb 500gb dvd-rw 14 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u	500gb	ddr4 sdram	4gb	£84.97	dvd-rw	windows 10 pro	1 year warranty	14in	500gb	1366 x 768	10hours
http://www.debenhamsplus.com/laptops/p/1167210/msi-titan-sli-4k-gt73vr-core-i7-7820hk-32gb-1tb-512gb-ssd-2x-geforce-gtx-1070-17.3-inch-windows-10	msi titan sli 4k gt73vr core i7-7820hk 32gb 1tb + 512gb ssd 2x geforce gtx 1070 17.3 inch windows 10	dedicated	nvidia	geforce gtx 1070	8gb	intel	2.9	intel core i7	i7-7820hk	1	ddr4 sdram	32gb	£404.97	none	windows 10	2 years warranty	17.3in	512	3840 x 2160	
http://www.debenhamsplus.com/laptops/p/1182843/fujitsu-lifebook-a557-core-i5-7200u-8gb-256gb-ssd-15.6-inch-windows-10-professional-laptop	fujitsu lifebook a557 core i5-7200u 8gb 256gb ssd 15.6 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel	7200u		ddr4 sdram	8gb	£66.97	no optical drive	windows 10 pro	1 year warranty	15.6in	256gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1184829/toshiba-portg-z30-c-16j-core-i5-6200u-8gb-256gb-ssd-13.3-inch-windows-10-professional-laptop	toshiba portégé z30-c-16j core i5-6200u 8gb 256gb ssd 13.3 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr3l sdram	8gb	£284.97	no optical drive	windows 10 pro	1 year warranty	13.3in	256gb	1920 x 1080	14hours
http://www.debenhamsplus.com/laptops/p/1212754/toshiba-sat-pro-pentium-4405u-4gb-128gb-ssd-dvd-rw-14-inch-windows-10-professional-laptop	toshiba sat pro pentium 4405u 4gb 128gb ssd dvd-rw 14 inch windows 10 professional laptop	integrated				intel		intel pentium	4405u			4gb	£25.97	dvd-rw	windows 10 pro	1 year warranty	14in	128gb		
http://www.debenhamsplus.com/laptops/p/1160803/hp-omen-17-w111na-core-i7-6700hq-16gb-512gb-ssd-geforce-gtx-1070-8gb-17.3-inch-windows-10-gaming-laptop	hp omen 17-w111na core i7-6700hq 16gb 512gb ssd geforce gtx 1070 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1070	8gb	intel	2.6ghz	intel core i7	6700hq		ddr4 sdram	16gb	£270.97	none	windows 10	1 year warranty	17.3in	512gb	1920 x 1080	7.42hours
http://www.debenhamsplus.com/laptops/p/1116886/hp-elitebook-folio-g1-core-m5-6y54-1.1-ghz-windows-10-pro-8gb-56gb-ssd-1.5-full-hd-laptop	hp elitebook folio g1 core m5-6y54 8gb 256gb ssd 12.5 inch windows 10 professional laptop	integrated				intel	1.1ghz	core m5	6y54		lpddr3 sdram	8gb	£291.97	no optical drive	windows 10 pro	3 year warranty	12.5in	256gb	1920 x 1080	10hours
http://www.debenhamsplus.com/laptops/p/1205281/asus-celeron-n3060-2gb-32gb-13.3-inch-chrome-os-chromebook-red	asus celeron n3060 2gb 32gb 13.3 inch chrome os chromebook - red	integrated				intel	1.6ghz	intel celeron	n3060		lpddr3 sdram	4gb	£33.97	no optical drive	chrome os	1 year warranty	13.3in		1366 x 768	
http://www.debenhamsplus.com/laptops/p/1199182/msi-stealth-pro-gs73vr-6rf-core-i7-6700hq-16gb-2tb-128gb-ssd-nvidia-geforce-gtx-1060-17.3-inch-gaming-laptop	msi stealth pro gs73vr 6rf core i7-6700hq 16gb 2tb 128gb ssd nvidia geforce gtx 1060 17.3 inch gaming laptop	dedicated	nvidia	geforce gtx 1060		intel		intel core i7	6700hq			16gb	£197.97	no optical drive		1 year warranty	17.3in	128gb		
http://www.debenhamsplus.com/laptops/p/1160631/hp-elitebook-1040-g3-core-i7-6500u-8gb-256gb-ssd-14-inch-windows-10-professional-laptop	hp elitebook 1040 g3 core i7-6500u 8gb 256gb ssd 14 inch windows 10 proffesional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£344.98	no optical drive	windows 10 pro	3 year warranty	14in	256gb	1920 x 1080	9.75hours
http://www.debenhamsplus.com/laptops/p/1174518/hp-elitebook-840-g4-core-i5-7200u-4gb-256gb-ssd-14-inch-windows-10-professional-laptop	hp elitebook 840 g4 core i5-7200u 4gb 256gb ssd 14 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u		ddr4 sdram	4gb	£350.97	no optical drive	windows 10 pro	3 year warranty	14in	256gb	1920 x 1080	15.25hours
http://www.debenhamsplus.com/laptops/p/1151772/lenovo-thinkpad-e560-20ev-core-i7-6500u-2.5ghz-8gb-256gb-ssd-dvd-rw-15.6-inch-windows-10-professional-laptop	lenovo thinkpad e560 20ev core i7-6500u 8gb 256gb ssd dvd-rw 15.6 inch windows 10 professional lapto	integrated				intel	2.5ghz	intel core i7	6500u		ddr3l sdram	8gb	£199.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	256gb	1920 x 1080	9hours
http://www.debenhamsplus.com/laptops/p/1138007/hp-elitebook-840-g3-core-i5-6200u-2.3-ghz-win-7-pro-64-bit-8-gb-ram-256-gb-ssd-no-odd-14-tn-1920-x-1080-full-hd-hd-graphics-520-802.11ac-bluetooth	hp elitebook 840 g3 core i5 6200u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u			8gb	£259.98	no optical drive	windows 7 pro	3 year warranty	14in	256gb		
http://www.debenhamsplus.com/laptops/p/1171120/acer-travelmate-p238-m-core-i5-6200u-4gb-500gb-13.3-inch-windows-10-professional-laptop	acer travelmate p238-m core i5-6200u 4gb 500gb 13.3 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u	500gb	ddr3l sdram	4gb	£174.97	no optical drive	windows 10 pro	1 year warranty	13.3in	500gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1129875/lenovo-x1-yoga-14.0-inch-ci7-6500u-8gb-56gb-ssd-intel-hd-touch-win10pro-3yr-onsite	lenovo thinkpad x1 yoga 250fq core i7-6500u 8gb 256gb ssd windows 10 professional touchscreen laptop	integrated				intel	2.5ghz	intel core i7	6500u		lpddr3 sdram	8gb	£419.97	no optical drive	windows 10 pro	3 year warranty	14in	256gb	2560 x 1440	11hours
http://www.debenhamsplus.com/laptops/p/1205905/new-apple-macbook-intel-core-m3-1.2ghz-256gb-ssd-12-inch-laptop-silver	new apple macbook intel core m3 1.2ghz 256gb ssd 12 inch laptop - silver	integrated				intel	1.2ghz	core m3			lpddr3 sdram	8gb	£1155	no optical drive	os x 10.12 sierra	1 year warranty	12in	256gb	2304 x 1440	12hours
http://www.debenhamsplus.com/laptops/p/1208228/acer-aspire-es1-572-core-i3-6006u-6gb-128gb-ssd-dvd-rw-15.6-inch-windows-10-laptop	acer aspire es1-572 core i3-6006u 6gb 128gb ssd dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2ghz	intel core i3	6006u		ddr4 sdram	6gb	£58.97	dvd-rw	windows 10	1 year warranty	15.6in	128gb	1920 x 1080	6.5hours
http://www.debenhamsplus.com/laptops/p/1175171/asus-pro-p2430ua-core-i5-6200u-4gb-500gb-dvd-rw-14-inch-windows-10-professional-laptop	asus pro p2430ua core i5-6200u 4gb 500gb dvd-rw 14 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u	500gb	ddr4 sdram	4gb	£79.97	dvd-rw	windows 10 pro	3 year warranty	14in	500gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1195573/lenovo-n23-chromebook-celeron-n3160-4gb-16gb-ssd-11.6-inch-chrome-os	lenovo n23 chromebook celeron n3160 4gb 16gb ssd 11.6 inch chrome os	integrated				intel	1.6ghz	intel celeron	n3160		ddr3l sdram	4gb	£30.97	no optical drive	chrome os	1 year warranty	11.6in	16gb	1366 x 768	10hours
http://www.debenhamsplus.com/laptops/p/1174062/dell-xps-15-9550-core-i7-6700hq-16gb-512gb-ssd-15.6-inch-windows-10-laptop	dell xps 15-9550 core i7-6700hq 16gb 512gb ssd 15.6 inch windows 10 laptop	integrated				intel	2.6ghz	intel core i7	6700hq			16gb	£158.97	no optical drive	windows 10	1 year warranty	15.6in	512gb		
http://www.debenhamsplus.com/laptops/p/1067617/microsoft-surface-book-intel-core-i5-8gb-ram-56gb-hdd-13.5-inch-windows-10-professional-laptop	microsoft surface book core i5 8gb 256gb 13.5 inch windows 10 professional laptop	integrated				intel	2.4ghz	intel core i5			lpddr3 sdram	8gb	£239.97	no optical drive	windows 10 pro	1 year warranty	13.5in	256gb	3000 x 2000	12hours
http://www.debenhamsplus.com/laptops/p/1188007/lenovo-e570-core-i5-7200-4gb-500gb-dvd-rw-15.6-inch-windows-10-professional-laptop	lenovo e570 core i5-7200 4gb 500gb dvd-rw 15.6 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200	500gb	ddr4 sdram	4gb	£96.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	500gb	1366 x 768	7hours
http://www.debenhamsplus.com/laptops/p/1184835/toshiba-tecra-a40-c-1df-core-i5-6200u-8gb-256gb-ssd-14-inch-windows-10-professional-laptop	toshiba tecra a40-c-1df core i5-6200u 8gb 256gb ssd 14 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr3l sdram	8gb	£308.97	no optical drive	windows 10 pro	1 year warranty	14in	256gb	1920 x 1080	7hours
http://www.debenhamsplus.com/laptops/p/1167217/msi-dominator-pro-gt72vr-7re-core-i7-7700hq-16gb-1tb-256gb-ssd-geforce-gtx-1070-dvd-rw-17.3-inch-win	msi dominator pro gt72vr 7re core i7-7700hq 16gb 1tb 256gb ssd geforce gtx 1070 dvd-rw 17.3 inch win			geforce gtx 1070	8gb	intel	2.8ghz	intel core i7	i7-7700hq	1tb	ddr4 sdram	16gb	£348.97	dvdrw (r dl) / dvd-ram	windows 10	2 years warranty	17.3in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1186566/dell-vostro-3568-core-i3-7100u-4gb-128gb-ssd-dvd-rw-15.6-inch-windows-10-professional-laptop	dell vostro 3568 core i3-7100u 4gb 128gb ssd dvd-rw 15.6 inch windows 10 professional laptop	integrated				intel	2.4ghz	intel core i3	7100u		ddr4 sdram	4gb	£55.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	128gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1174595/asus-zenbook-ux330ua-core-i7-7500-8gb-512gb-ssd-13.3-inch-windows-10-laptop	asus zenbook ux330ua core i7-7500 8gb 512gb ssd 13.3 inch windows 10 laptop	integrated				intel	2.7ghz	intel core i7	7500		lpddr3 sdram	8gb	£224.97	no optical drive	windows 10	1 year warranty	13.3in	512gb	3200 x 1800	12hours
http://www.debenhamsplus.com/laptops/p/1200843/medion-erazer-x7851-core-i7-7700hq-16gb-1tb-256gb-ssd-geforce-gtx-1060-17.3-inch-windows-10-gaming-laptop	medion erazer x7851 core i7-7700hq 16gb 1tb + 256gb ssd geforce gtx 1060 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1060	6gb	intel	2.8ghz	intel core i7	7700hq	1tb		16gb	£1450	none	windows 10	1 year warranty	17.3in	256gb		
http://www.debenhamsplus.com/laptops/p/1106734/medion-erazer-x7843-intel-core-i7-6820hk-32gb-1tb-240gb-ssd-nvidia-gtx980m-8gb-17.3-inch-full-hd-windows-10-gaming-laptop	medion erazer x7843 core i7-6820hk 32gb 1tb + 240gb ssd geforce gtx 980m 8gb 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 980m	8gb	intel	2.7ghz	intel core i7	6820hk	1tb		32gb	£444.98		windows 10	1 year warranty	17.3in	240gb		
http://www.debenhamsplus.com/laptops/p/1175044/asus-zenbook-flip-ux360ca-core-m5-7y54-8gb-256gb-ssd-13.3-inch-windows-10-professional-convertible-l	asus zenbook flip ux360ca core m5-7y54 8gb 256gb ssd 13.3 inch windows 10 professional convertible l	integrated				intel	1.2ghz	intel core i5	7y54		lpddr3 sdram	8gb	£117.97	no optical drive	windows 10 pro	3 year warranty	13.3in	256gb	1920 x 1080	12hours
http://www.debenhamsplus.com/laptops/p/1174635/asus-a540la-core-i3-5005-4gb-1tb-dvd-rw-15.6-inch-windows-10-laptop	asus a540la core i3-5005 4gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2ghz	intel core i3	5005	1tb	ddr3l sdram	4gb	£41.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1186200/asus-vivobook-e402na-ga005t-celeron-n3350-4gb-32gb-14-inch-windows-10-laptop-white	asus vivobook e402na-ga005t celeron n3350 4gb 32gb 14 inch windows 10 laptop - white	integrated				intel		intel celeron	n3350	32gb		4gb	£39.97	no optical drive	windows 10	1 year warranty	14in	32gb		
http://www.debenhamsplus.com/laptops/p/1197754/toshiba-satellite-pro-a50-c-207-core-i7-6500u-8gb-1tb-dvd-sm-15.6-inch-windows-10-pro-laptop	toshiba satellite pro a50-c-207 core i7-6500u 8gb 1tb dvd-sm 15.6 inch windows 10 pro laptop	integrated				intel		intel core i7	6500u	1tb	ddr3l sdram	8gb	£136.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	1tb	1920 x 1080	8hours
http://www.debenhamsplus.com/laptops/p/1192629/acer-travelmate-b117-m-p524-intel-pentium-n3710-4gb-500gb-11.6-inch-windows-10-laptop	acer travelmate b117-m-p524 intel pentium n3710 4gb 500gb 11.6 inch windows 10 laptop	integrated				intel	1.6ghz	intel pentium	n3710	500gb	ddr3l sdram	4gb		no optical drive	windows 10	1 year warranty	11.6in	500gb	1366 x 768	12hours
http://www.debenhamsplus.com/laptops/p/1123956/hp-elitebook-840-g3-core-i7-6500u-processor-8gb-ddr4-ram-512gb-ssd-14-diagonal-led-backlit-1920-x-1080-720p-hd-webcam-802.11abgnac2x2-bluetooth-4.2-windows-10-prof	hp elitebook 840 g3 core i7-6500u 8gb 512gb ssd 14 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u			8gb	£95.97	no optical drive	windows 10 pro	1 year warranty	14in	512gb		
http://www.debenhamsplus.com/laptops/p/1200763/toshiba-satellite-pro-a50-d-12x-core-i5-7200u-4gb-128gb-ssd-15.6-inch-dvd-sm-windows-10-laptop	toshiba satellite pro a50-d-12x core i5 7200u 4gb 128gb ssd 15.6 inch dvd-sm windows 10 laptop	integrated				intel	2.5ghz	intel core i5	7200u		ddr4 sdram	4gb	£169.99	dvd-rw	windows 10	1 year warranty	15.6in	128gb	1366 x 768	9.25hours
http://www.debenhamsplus.com/laptops/p/1181481/fujitsu-lifebook-a557-core-i5-7200u-4gb-500gb-15.6-inch-windows-10-laptop	fujitsu lifebook a557 core i5-7200u 4gb 500gb 15.6 inch windows 10 laptop	integrated				intel	2.5ghz	intel core i5	7200u	500gb	ddr4 sdram	4gb	£55.97	no optical drive	windows 10	1 year warranty	15.6in	500gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1181187/linx-12v32-intel-atom-2gb-ram-32gb-hdd-12-windows-10-tablet-with-keyboard	"linx 12v32 intel atom 2gb ram 32gb hdd 12"" windows 10 tablet with keyboard"					intel		intel atom		32gb		2gb	£269		windows 10		12inch			
http://www.debenhamsplus.com/laptops/p/1201751/lenovo-ideapad-310-intel-core-i5-7200u-8gb-1tb-dvd-rw-windows-10-laptop-red	lenovo ideapad 310 intel core i5-7200u 8gb 1tb dvd-rw windows 10 laptop - red	integrated				intel		intel core i5	7200u	1tb		8gb	£109.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1111063/hp-elitebook-1040-g3-core-i7-6500u-.5-ghz-8gb-51gb-ssd-14-inch-windows-10-professional-touchscreen-laptop-	hp elitebook 1040 g3 core i7-6500u 8gb 512gb ssd 14 inch windows 10 professional touchscreen laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£298.97	no optical drive	windows 10 pro	3 year warranty	14in	512gb	2560 x 1440	9.75hours
http://www.debenhamsplus.com/laptops/p/1129734/hp-zbook-15-g3-mobile-workstation-core-i7-6700hq-2.6-ghz-win-7-pro-64-bit-8-gb-ram-1-tb-hdd-no-odd-15.6-1920-x-1080-full-hd-firepro-w5170m-802.11ac-bluetoot	hp zbook 15 g3 core i7-6700hq 8gb 1tb 15.6 inch windows 7 professional laptop	integrated				intel	2.6ghz	intel core i7	6700hq	1tb	ddr4 sdram	8gb	£276.97	no optical drive	windows 7 pro	3 year warranty	15.6in	1tb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1175040/asus-zenbook-ux310ua-core-i7-7500u-8gb-256gb-ssd-13.3-inch-windows-10-professional-laptop	asus zenbook ux310ua core i7-7500u 8gb 256gb ssd 13.3 inch windows 10 professional laptop	integrated				intel	2.7ghz	intel core i7	7500u		ddr4 sdram	8gb	£155.97	no optical drive	windows 10 pro	3 year warranty	13.3in	256gb	1920 x 1080	9hours
http://www.debenhamsplus.com/laptops/p/1163275/lenovo-ideapad-g50-silver-core-i3-5005u-8gb-1tb-dvdrw-15.6-inch-windows-10-laptop	lenovo ideapad g50 core i3-5005u 8gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2ghz	intel core i3	5005u	1tb	ddr3l sdram	8gb	£29.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	7hours
http://www.debenhamsplus.com/laptops/p/1130240/hp-elitebook-840-g3-core-i7-6500u-2.5-ghz-win-7-pro-64-bit-8-gb-ram-256-gb-ssd-no-odd-14-ips-2560-x-1440-wqhd-hd-graphics-520-802.11ac-bluetooth	hp elitebook 840 g3 core i7-6500u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£176.97	no optical drive	windows 7 pro	3 year warranty	14in	256gb	2560 x 1440	
